match_id,season_num,season,venue,toss_winner,team1,team2,toss_decision,match_winner,toss_won_match,bat_first_won,field_first_won
1359479,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1359480,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,0,0,0
1359481,2023,2023,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,1,0,1
1359482,2023,2023,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,0,0,0
1359483,2023,2023,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,0,0
1359484,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,0,0,0
1359485,2023,2023,"Barsapara Cricket Stadium, Guwahati",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,0,0,0
1359486,2023,2023,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1359487,2023,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Gujarat Titans,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1359488,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0,1
1359489,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1359490,2023,2023,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,1,0,1
1359491,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,0,0,0
1359492,2023,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Gujarat Titans,Punjab Kings,Gujarat Titans,field,Gujarat Titans,1,0,1
1359493,2023,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,0,0,0
1359494,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,0,0,0
1359495,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Punjab Kings,1,0,1
1359496,2023,2023,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,1,0,1
1359497,2023,2023,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1359498,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,Chennai Super Kings,0,0,0
1359499,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,0,0,0
1359500,2023,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Lucknow Super Giants,0,0,0
1359501,2023,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,0,0,0
1359502,2023,2023,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Delhi Capitals,1,0,1
1359503,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1359504,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Gujarat Titans,Lucknow Super Giants,bat,Gujarat Titans,1,1,0
1359505,2023,2023,"Wankhede Stadium, Mumbai",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Punjab Kings,0,0,0
1359506,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,0,0,0
1359507,2023,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,0,0,0
1359508,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Delhi Capitals,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,1,1,0
1359509,2023,2023,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,0,0,0
1359510,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,0,0
1359511,2023,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,1,1,0
1359512,2023,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Lucknow Super Giants,0,0,0
1359513,2023,2023,"Eden Gardens, Kolkata",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,1,0,1
1359514,2023,2023,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,1,1,0
1359515,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,0,0,0
1359516,2023,2023,"Wankhede Stadium, Mumbai",Rajasthan Royals,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,0,0,0
1359517,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,bat,Royal Challengers Bangalore,1,1,0
1359518,2023,2023,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Delhi Capitals,Gujarat Titans,bat,Delhi Capitals,1,1,0
1359520,2023,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,1,0,1
1359521,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,1,1,0
1359522,2023,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Rajasthan Royals,Gujarat Titans,bat,Gujarat Titans,0,0,0
1359523,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1359524,2023,2023,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,bat,Delhi Capitals,0,0,0
1359525,2023,2023,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,Gujarat Titans,0,0,0
1359526,2023,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,0,0
1359527,2023,2023,"Eden Gardens, Kolkata",Punjab Kings,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1359528,2023,2023,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,1,0,1
1359529,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,1,1,0
1359530,2023,2023,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1359531,2023,2023,"Wankhede Stadium, Mumbai",Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Mumbai Indians,0,0,0
1359532,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,bat,Lucknow Super Giants,0,0,0
1359533,2023,2023,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Punjab Kings,0,0,0
1359534,2023,2023,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,1,1,0
1359535,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1359536,2023,2023,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,0,0,0
1359537,2023,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,0,0,0
1359538,2023,2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0,0,0
1359539,2023,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1359540,2023,2023,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1359541,2023,2023,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Chennai Super Kings,Delhi Capitals,bat,Chennai Super Kings,1,1,0
1359542,2023,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,0,0,0
1359543,2023,2023,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,1,0,1
1359544,2023,2023,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Gujarat Titans,1,0,1
1370350,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Chennai Super Kings,0,0,0
1370351,2023,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Mumbai Indians,Lucknow Super Giants,bat,Mumbai Indians,1,1,0
1370352,2023,2023,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,0,0,0
1370353,2023,2023,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1422119,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,0,0,0
1422120,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Delhi Capitals,Punjab Kings,field,Punjab Kings,1,0,1
1422121,2024,2024,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,0,0,0
1422122,2024,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Rajasthan Royals,Lucknow Super Giants,bat,Rajasthan Royals,1,1,0
1422123,2024,2024,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,0,0,0
1422124,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1422125,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Chennai Super Kings,0,0,0
1422126,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,0,0,0
1422127,2024,2024,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Rajasthan Royals,0,0,0
1422128,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0,1
1422129,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Lucknow Super Giants,Punjab Kings,bat,Lucknow Super Giants,1,1,0
1422130,2024,2024,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Sunrisers Hyderabad,Gujarat Titans,bat,Gujarat Titans,0,0,0
1422131,2024,2024,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,1,1,0
1422132,2024,2024,"Wankhede Stadium, Mumbai",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1422133,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,Lucknow Super Giants,0,0,0
1422134,2024,2024,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Kolkata Knight Riders,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,1,1,0
1422135,2024,2024,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Gujarat Titans,Punjab Kings,field,Punjab Kings,1,0,1
1422136,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0,1
1422137,2024,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1422138,2024,2024,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,0,0,0
1422139,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Lucknow Super Giants,Gujarat Titans,bat,Lucknow Super Giants,1,1,0
1426260,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1426261,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,0,0,0
1426262,2024,2024,"Sawai Mansingh Stadium, Jaipur",Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,Gujarat Titans,1,0,1
1426263,2024,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Mumbai Indians,1,0,1
1426264,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Lucknow Super Giants,Delhi Capitals,bat,Delhi Capitals,0,0,0
1426265,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1426266,2024,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0,1
1426267,2024,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Chennai Super Kings,0,0,0
1426268,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,0,0,0
1426269,2024,2024,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1426270,2024,2024,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,1,0,1
1426271,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,0,0,0
1426272,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1426273,2024,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Sunrisers Hyderabad,0,0,0
1426274,2024,2024,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,0,0,0
1426275,2024,2024,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Punjab Kings,Gujarat Titans,bat,Gujarat Titans,0,0,0
1426276,2024,2024,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,0,0,0
1426277,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1426278,2024,2024,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Delhi Capitals,0,0,0
1426279,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,1,1,0
1426280,2024,2024,"Eden Gardens, Kolkata",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,1,0,1
1426281,2024,2024,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,0,0,0
1426282,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1426283,2024,2024,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1426284,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,0,0,0
1426285,2024,2024,"Eden Gardens, Kolkata",Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1426286,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1426287,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,1,0,1
1426288,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,1,1,0
1426289,2024,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,0,0,0
1426290,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1426291,2024,2024,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,0,0,0
1426292,2024,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,Kolkata Knight Riders,0,0,0
1426293,2024,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,1,0,1
1426294,2024,2024,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,0,0,0
1426295,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Lucknow Super Giants,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,0,0
1426296,2024,2024,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,0,0,0
1426297,2024,2024,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,field,Gujarat Titans,0,0,0
1426298,2024,2024,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Kolkata Knight Riders,0,0,0
1426299,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,0,0,0
1426300,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,0,0,0
1426302,2024,2024,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,Delhi Capitals,0,0,0
1426303,2024,2024,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,0,0,0
1426305,2024,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,0,0,0
1426306,2024,2024,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,0,0,0
1426307,2024,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,0,0
1426309,2024,2024,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1426310,2024,2024,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1426311,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,0,0,0
1426312,2024,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0,0,0
1473438,2025,2025,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473439,2025,2025,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,0,0,0
1473440,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1473441,2025,2025,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,1,0,1
1473442,2025,2025,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Punjab Kings,Gujarat Titans,field,Punjab Kings,0,0,0
1473443,2025,2025,"Barsapara Cricket Stadium, Guwahati",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0,1
1473444,2025,2025,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1473445,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,0,0,0
1473446,2025,2025,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Gujarat Titans,Mumbai Indians,field,Gujarat Titans,0,0,0
1473447,2025,2025,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,0,0,0
1473448,2025,2025,"Barsapara Cricket Stadium, Guwahati",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,0,0,0
1473449,2025,2025,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Mumbai Indians,1,0,1
1473450,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Punjab Kings,1,0,1
1473451,2025,2025,"M Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Gujarat Titans,1,0,1
1473452,2025,2025,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,Kolkata Knight Riders,0,0,0
1473453,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Lucknow Super Giants,0,0,0
1473454,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Delhi Capitals,Delhi Capitals,Chennai Super Kings,bat,Delhi Capitals,1,1,0
1473455,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,0,0,0
1473456,2025,2025,"Eden Gardens, Kolkata",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,0,0,0
1473457,2025,2025,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,field,Gujarat Titans,1,0,1
1473458,2025,2025,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,Royal Challengers Bangalore,0,0,0
1473459,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Punjab Kings,Chennai Super Kings,bat,Punjab Kings,1,1,0
1473460,2025,2025,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Gujarat Titans,0,0,0
1473461,2025,2025,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Delhi Capitals,1,0,1
