match_id,season_num,season,venue,toss_winner,team1,team2,toss_decision,match_winner,toss_won_match,bat_first_won,field_first_won
1473462,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,1,0,1
1473463,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,Lucknow Super Giants,1,0,1
1473464,2025,2025,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0,0,0
1473465,2025,2025,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473466,2025,2025,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,0,0,0
1473467,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,Chennai Super Kings,1,0,1
1473468,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Punjab Kings,Punjab Kings,Kolkata Knight Riders,bat,Punjab Kings,1,1,0
1473469,2025,2025,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,0,0,0
1473470,2025,2025,"Wankhede Stadium, Mumbai",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,1,0,1
1473471,2025,2025,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Punjab Kings,1,0,1
1473472,2025,2025,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,1,0,1
1473473,2025,2025,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Lucknow Super Giants,Rajasthan Royals,bat,Lucknow Super Giants,1,1,0
1473474,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473475,2025,2025,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,1,0,1
1473476,2025,2025,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,Gujarat Titans,0,0,0
1473477,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Lucknow Super Giants,Delhi Capitals,field,Delhi Capitals,1,0,1
1473478,2025,2025,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,1,0,1
1473479,2025,2025,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Royal Challengers Bangalore,0,0,0
1473480,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0,1
1473482,2025,2025,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,Mumbai Indians,0,0,0
1473483,2025,2025,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473484,2025,2025,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1473485,2025,2025,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,Kolkata Knight Riders,0,0,0
1473486,2025,2025,"MA Chidambaram Stadium, Chepauk, Chennai",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,1,0,1
1473487,2025,2025,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,Mumbai Indians,0,0,0
1473488,2025,2025,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,0,0,0
1473489,2025,2025,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,0,0,0
1473490,2025,2025,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,1,1,0
1473491,2025,2025,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Punjab Kings,0,0,0
1473493,2025,2025,"Wankhede Stadium, Mumbai",Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Gujarat Titans,1,0,1
1473494,2025,2025,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,0,0,0
1473497,2025,2025,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Punjab Kings,Rajasthan Royals,bat,Punjab Kings,1,1,0
1473498,2025,2025,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,1,0,1
1473499,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,1,0,1
1473500,2025,2025,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,1,0,1
1473501,2025,2025,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Mumbai Indians,0,0,0
1473502,2025,2025,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,Lucknow Super Giants,0,0,0
1473503,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Sunrisers Hyderabad,0,0,0
1473504,2025,2025,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Chennai Super Kings,Gujarat Titans,bat,Chennai Super Kings,1,1,0
1473505,2025,2025,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Sunrisers Hyderabad,1,1,0
1473506,2025,2025,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Mumbai Indians,Punjab Kings,field,Punjab Kings,1,0,1
1473507,2025,2025,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473508,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,Royal Challengers Bangalore,1,0,1
1473509,2025,2025,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",Mumbai Indians,Mumbai Indians,Gujarat Titans,bat,Mumbai Indians,1,1,0
1473510,2025,2025,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Mumbai Indians,Punjab Kings,field,Punjab Kings,1,0,1
1473511,2025,2025,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,0,0,0
1485779,2025,2025,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Punjab Kings,Delhi Capitals,field,Delhi Capitals,1,0,1
